Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1117027,,21530,103 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,3061000,53.54465023477758,-113.69146893620982,POINT (-113.69146893620982 53.54465023477758),69,28,3,COMMERCIAL,COMMERCIAL,RESIDENTIAL
1359488,,15911,100A AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,248000,53.53998603371148,-113.59631413659042,POINT (-113.59631413659042 53.53998603371148),100,,,RESIDENTIAL,,
1196237,,8713,160A STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,363500,53.521321630177276,-113.59887141214662,POINT (-113.59887141214662 53.521321630177276),100,,,RESIDENTIAL,,
1303684,,9722,150 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,526000,53.535326664094065,-113.58027400722885,POINT (-113.58027400722885 53.535326664094065),100,,,RESIDENTIAL,,
1009265,,191,RHATIGAN ROAD WEST NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,472500,53.47690086816859,-113.58515707122578,POINT (-113.58515707122578 53.47690086816859),100,,,RESIDENTIAL,,
1003144,,28,WEDGEWOOD CRESCENT NW,Y,4570,WEDGEWOOD HEIGHTS,sipiwiyiniwak Ward,2022000,53.47921628901841,-113.63876421161382,POINT (-113.63876421161382 53.47921628901841),100,,,RESIDENTIAL,,
1056571,,21,KINISKI CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,280000,53.477914767042584,-113.3999877552328,POINT (-113.3999877552328 53.477914767042584),100,,,RESIDENTIAL,,
1360627,,15833,STONY PLAIN ROAD NW,N,4180,GLENWOOD,Nakota Isga Ward,841500,53.54100664470167,-113.59563483730572,POINT (-113.59563483730572 53.54100664470167),100,,,COMMERCIAL,,
1167154,,9313,172 STREET NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,134500,53.52800453545564,-113.61671271719133,POINT (-113.61671271719133 53.52800453545564),100,,,RESIDENTIAL,,
1326818,,9822,163 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,247500,53.537033516951446,-113.6032594968293,POINT (-113.6032594968293 53.537033516951446),100,,,RESIDENTIAL,,
1282862,22,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,117000,53.457748444411344,-113.45252934111195,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1178318,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1028109,6,10131,154 STREET NW,N,4090,CANORA,Nakota Isga Ward,46000,53.542939793659265,-113.58631399382841,POINT (-113.58631399382841 53.542939793659265),100,,,RESIDENTIAL,,
1073782,,1448,70 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,1747000,53.5076021978931,-113.36616208327662,POINT (-113.36616208327662 53.5076021978931),100,,,COMMERCIAL,,
1195403,,15725,84 STREET NW,Y,2050,BELLE RIVE,tastawiyiniwak Ward,300500,53.61847087068673,-113.47002226421793,POINT (-113.47002226421793 53.61847087068673),100,,,RESIDENTIAL,,
1119395,,22304,112 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,1246500,53.56040113963649,-113.70192393363789,POINT (-113.70192393363789 53.56040113963649),100,,,COMMERCIAL,,
1295039,504,12225,STONY PLAIN ROAD NW,N,1150,OLIVER,O-day'min Ward,97000,53.54632952208474,-113.53362754335504,POINT (-113.53362754335504 53.54632952208474),100,,,RESIDENTIAL,,
1122563,,8610,152 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,367500,53.518782521093755,-113.58271280494415,POINT (-113.58271280494415 53.518782521093755),100,,,RESIDENTIAL,,
1280643,,9608,154 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,370000,53.533372498372984,-113.58729953861636,POINT (-113.58729953861636 53.533372498372984),100,,,RESIDENTIAL,,
1127133,,12081,162 AVENUE NW,N,3180,DUNLUCE,Anirniq Ward,167500,53.622074510249355,-113.53232312364881,POINT (-113.53232312364881 53.622074510249355),100,,,RESIDENTIAL,,
1212984,1402,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,923000,53.53994990978465,-113.52629261997346,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1045913,,4765,35 AVENUE NW,N,6530,MINCHAU,Sspomitapi Ward,178000,53.46509243571213,-113.41358948418913,POINT (-113.41358948418913 53.46509243571213),100,,,RESIDENTIAL,,
1088004,,7808,156 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,418500,53.510931095834884,-113.590815132248,POINT (-113.590815132248 53.510931095834884),100,,,RESIDENTIAL,,
1198977,,5813,188 STREET NW,Y,4220,JAMIESON PLACE,sipiwiyiniwak Ward,335000,53.494214135845034,-113.64830979468168,POINT (-113.64830979468168 53.494214135845034),100,,,RESIDENTIAL,,
1156736,109,9810,178 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,105500,53.53394321016487,-113.62989686412874,POINT (-113.62989686412874 53.53394321016487),100,,,RESIDENTIAL,,
1234871,1504,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,171500,53.52349868842615,-113.4938707529589,POINT (-113.4938707529589 53.52349868842615),100,,,RESIDENTIAL,,
1049253,,14512,34 STREET NW,N,2430,KIRKNESS,Dene Ward,265500,53.60816538644152,-113.39394077390557,POINT (-113.39394077390557 53.60816538644152),100,,,RESIDENTIAL,,
1111129,,1161,WEBBER GREENS DRIVE NW,N,4730,SUDER GREENS,Nakota Isga Ward,28500,53.52704318008763,-113.67752522199152,POINT (-113.67752522199152 53.52704318008763),88,12,,COMMERCIAL,COMMERCIAL,
1125418,,14915,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,351500,53.51668408601505,-113.57906751564177,POINT (-113.57906751564177 53.51668408601505),100,,,RESIDENTIAL,,
1329234,102,9816,156 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,67500,53.5366931094185,-113.59085100674228,POINT (-113.59085100674228 53.5366931094185),100,,,RESIDENTIAL,,
1095991,,18015,93 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,320000,53.64302394522689,-113.48428130379091,POINT (-113.48428130379091 53.64302394522689),100,,,RESIDENTIAL,,
1086792,1501,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,117000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1246594,402,1620,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,92000,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1143544,,11829,154 STREET NW,N,4330,MITCHELL INDUSTRIAL,Anirniq Ward,1363000,53.57143126968003,-113.58660032811115,POINT (-113.58660032811115 53.57143126968003),100,,,COMMERCIAL,,
1304658,,891,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,541500,53.49874547653176,-113.60325472255089,POINT (-113.60325472255089 53.49874547653176),100,,,RESIDENTIAL,,
1196583,,15626,84 STREET NW,Y,2050,BELLE RIVE,tastawiyiniwak Ward,285500,53.617668220805555,-113.4713513441923,POINT (-113.4713513441923 53.617668220805555),100,,,RESIDENTIAL,,
1312537,,9726,162 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,612000,53.53549387195828,-113.60137295248613,POINT (-113.60137295248613 53.53549387195828),100,,,RESIDENTIAL,,
1077171,,11904,21 STREET NE,N,2160,CLOVER BAR AREA,Dene Ward,3377000,53.57316646825954,-113.3153509917155,POINT (-113.3153509917155 53.57316646825954),100,,,COMMERCIAL,,
1114529,,18907,122 AVENUE NW,N,4475,KINOKAMAU PLAINS AREA,Nakota Isga Ward,552500,53.57640780234098,-113.6482728133909,POINT (-113.6482728133909 53.57640780234098),100,,,RESIDENTIAL,,
1282268,402,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,87000,53.44909954229303,-113.49950518146967,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1170232,133,16725,106 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,154000,53.629811530844286,-113.50471561488737,POINT (-113.50471561488737 53.629811530844286),100,,,RESIDENTIAL,,
1045186,,750,SADDLEBACK ROAD NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,201500,53.45479607423237,-113.5266530899039,POINT (-113.5266530899039 53.45479607423237),100,,,RESIDENTIAL,,
1237460,,18037,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,162000,53.53319643730433,-113.63255294860032,POINT (-113.63255294860032 53.53319643730433),100,,,RESIDENTIAL,,
1174788,,8117,189A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,447000,53.51466388609372,-113.64914970386293,POINT (-113.64914970386293 53.51466388609372),100,,,RESIDENTIAL,,
1165018,,8008,169 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,342500,53.514473139486995,-113.61227546024186,POINT (-113.61227546024186 53.514473139486995),100,,,RESIDENTIAL,,
1184159,,15703,91 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,317500,53.5255857882514,-113.5924730466919,POINT (-113.5924730466919 53.5255857882514),100,,,RESIDENTIAL,,
1221878,,8907,169 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,333000,53.52462385108437,-113.61359206626474,POINT (-113.61359206626474 53.52462385108437),100,,,RESIDENTIAL,,
1190479,,16108,88 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,371000,53.52274394570924,-113.60049300813472,POINT (-113.60049300813472 53.52274394570924),100,,,RESIDENTIAL,,
1052588,,4123,38 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,302500,53.47762533397845,-113.39867135789478,POINT (-113.39867135789478 53.47762533397845),100,,,RESIDENTIAL,,
1181122,,15711,92 AVENUE NW,N,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,321000,53.52642696379017,-113.59327376697908,POINT (-113.59327376697908 53.52642696379017),100,,,RESIDENTIAL,,
1229087,4,18010,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,178000,53.534574653926015,-113.63256667086661,POINT (-113.63256667086661 53.534574653926015),100,,,RESIDENTIAL,,
1156330,,8108,160 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,256000,53.51571438554731,-113.59866719318798,POINT (-113.59866719318798 53.51571438554731),100,,,RESIDENTIAL,,
1177443,1404,10135,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,183500,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1104983,,15110,76A AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,575500,53.51017933424386,-113.58152999173466,POINT (-113.58152999173466 53.51017933424386),100,,,RESIDENTIAL,,
1259407,,9135,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,346500,53.52601133314217,-113.58457027043409,POINT (-113.58457027043409 53.52601133314217),100,,,RESIDENTIAL,,
1287481,,15303,94 AVENUE NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,300000,53.529817177283675,-113.58555034884796,POINT (-113.58555034884796 53.529817177283675),100,,,RESIDENTIAL,,
1060292,29,1415,62 STREET NW,N,6670,SAKAW,Karhiio Ward,144000,53.44375019658075,-113.43118122134344,POINT (-113.43118122134344 53.44375019658075),100,,,RESIDENTIAL,,
1063569,,,,N,5200,GARNEAU,papastew Ward,5500,53.519372127196945,-113.51860032581321,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1017334,,10633,11 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,426500,53.441197495508504,-113.50075588180448,POINT (-113.50075588180448 53.441197495508504),100,,,RESIDENTIAL,,
1098318,,9116,177 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,395500,53.639436510548045,-113.48067162645364,POINT (-113.48067162645364 53.639436510548045),100,,,RESIDENTIAL,,
1121508,,14527,52 STREET NW,N,2130,CASSELMAN,Dene Ward,145500,53.60835021899318,-113.4190607766373,POINT (-113.4190607766373 53.60835021899318),100,,,RESIDENTIAL,,
1177393,,16427,87 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,293000,53.519202042320146,-113.60851095448132,POINT (-113.60851095448132 53.519202042320146),100,,,RESIDENTIAL,,
1077718,,1003,137 AVENUE NW,N,2160,CLOVER BAR AREA,Dene Ward,3086000,53.59579915611857,-113.36290449493401,POINT (-113.36290449493401 53.59579915611857),100,,,COMMERCIAL,,
1040385,,2012,53 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,300500,53.45148062817574,-113.42315701769331,POINT (-113.42315701769331 53.45148062817574),100,,,RESIDENTIAL,,
1041417,3,14824,45 AVENUE NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,181000,53.48391462034924,-113.57703133208653,POINT (-113.57703133208653 53.48391462034924),100,,,RESIDENTIAL,,
1093053,,522,HEGLER CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,797500,53.466056803502724,-113.60034167406134,POINT (-113.60034167406134 53.466056803502724),100,,,RESIDENTIAL,,
1324896,,9522,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,352500,53.53254187376031,-113.59783658349848,POINT (-113.59783658349848 53.53254187376031),100,,,RESIDENTIAL,,
1287218,,9541,154 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,348000,53.53264336361001,-113.58631738927755,POINT (-113.58631738927755 53.53264336361001),100,,,RESIDENTIAL,,
1201516,,9206,156 STREET NW,N,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,273000,53.52733779586539,-113.59085950354799,POINT (-113.59085950354799 53.52733779586539),100,,,RESIDENTIAL,,
1271162,,8732,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,328500,53.52054447486364,-113.58204371087031,POINT (-113.58204371087031 53.52054447486364),100,,,RESIDENTIAL,,
1133115,101,10743,107 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,119500,53.552683258614444,-113.50422606784788,POINT (-113.50422606784788 53.552683258614444),100,,,RESIDENTIAL,,
1115567,,4416,211 STREET NW,Y,4462,EDGEMONT,sipiwiyiniwak Ward,964500,53.482760634235746,-113.68538882509718,POINT (-113.68538882509718 53.482760634235746),100,,,RESIDENTIAL,,
1182153,101,10740,UNIVERSITY AVENUE NW,N,5330,QUEEN ALEXANDRA,papastew Ward,137500,53.51362266607199,-113.50829494578787,POINT (-113.50829494578787 53.51362266607199),100,,,RESIDENTIAL,,
1271808,206,14903,92 AVENUE NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,82000,53.52640129948485,-113.5785210831569,POINT (-113.5785210831569 53.52640129948485),100,,,RESIDENTIAL,,
1324631,,9539,178A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,354000,53.640643267551916,-113.49065179385194,POINT (-113.49065179385194 53.640643267551916),100,,,RESIDENTIAL,,
1029412,17,2020,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,198500,53.451585517908704,-113.50248090236477,POINT (-113.50248090236477 53.451585517908704),100,,,RESIDENTIAL,,
1061902,,2204,114 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,243500,53.45318821847791,-113.52360360150372,POINT (-113.52360360150372 53.45318821847791),100,,,RESIDENTIAL,,
1222728,,12411,53 STREET NW,Y,2560,NEWTON,Métis Ward,325000,53.579700457434896,-113.42259665406533,POINT (-113.42259665406533 53.579700457434896),100,,,RESIDENTIAL,,
1313246,302,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,167000,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1312057,,9802,162 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,594000,53.53637356817667,-113.60137222362198,POINT (-113.60137222362198 53.53637356817667),100,,,RESIDENTIAL,,
1122977,,2461,76 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,8211000,53.51021031773005,-113.38064892369319,POINT (-113.38064892369319 53.51021031773005),100,,,COMMERCIAL,,
1189687,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54033965527479,-113.52550829517108,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1159938,,8015,163 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,317000,53.514660305090686,-113.6021940696246,POINT (-113.6021940696246 53.514660305090686),100,,,RESIDENTIAL,,
1304039,,164,WALKER ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,538500,53.50033041181952,-113.60820939267596,POINT (-113.60820939267596 53.50033041181952),100,,,RESIDENTIAL,,
1353366,111,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,84500,53.447659200085596,-113.50190409199921,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1107960,,13850,156 STREET NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,2017500,53.60100619978127,-113.5966484106667,POINT (-113.5966484106667 53.60100619978127),100,,,COMMERCIAL,,
1224054,30,11111,26 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,242000,53.458207330135366,-113.51777707261711,POINT (-113.51777707261711 53.458207330135366),100,,,RESIDENTIAL,,
1138379,,8005,154 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,346500,53.51377699960206,-113.58690011533284,POINT (-113.58690011533284 53.51377699960206),100,,,RESIDENTIAL,,
1171867,57,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,208500,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1290436,101,17127,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,85500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1334309,,9544,169 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,326500,53.53339027788294,-113.61426151544856,POINT (-113.61426151544856 53.53339027788294),100,,,RESIDENTIAL,,
1263177,406,14916,26 STREET NW,N,2280,FRASER,Dene Ward,59000,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1112671,,12860,ANTHONY HENDAY DRIVE NW,N,4474,STARLING,Nakota Isga Ward,0,53.589534356891214,-113.6540363235099,POINT (-113.6540363235099 53.589534356891214),100,,,RESIDENTIAL,,
1192483,,8707,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,409000,53.52036389943834,-113.59771027901456,POINT (-113.59771027901456 53.52036389943834),100,,,RESIDENTIAL,,
1101740,,7606,153 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,425500,53.50883435628349,-113.58479636416472,POINT (-113.58479636416472 53.50883435628349),100,,,RESIDENTIAL,,
1257930,,9035,154 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,276500,53.524252792438226,-113.58632847818788,POINT (-113.58632847818788 53.524252792438226),100,,,RESIDENTIAL,,
1241603,63,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,154000,53.45276524663606,-113.53139026263788,POINT (-113.53139026263788 53.45276524663606),100,,,RESIDENTIAL,,
1100171,,16603,6 STREET NW,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,617000,53.625410701823455,-113.34970144579601,POINT (-113.34970144579601 53.625410701823455),99,1,,RESIDENTIAL,FARMLAND,
1101724,,18907,17 STREET NE,N,2671,MARQUIS,Dene Ward,2500,53.654408935663085,-113.31398150101644,POINT (-113.31398150101644 53.654408935663085),100,,,FARMLAND,,
1155894,,12730,83 STREET NW,N,2420,KILLARNEY,tastawiyiniwak Ward,210000,53.585577610356445,-113.46958436029448,POINT (-113.46958436029448 53.585577610356445),100,,,RESIDENTIAL,,
1081777,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1203090,403,2624,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,103000,53.45885364204667,-113.40821799717817,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1188408,,14826,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,282500,53.480208875987955,-113.5784413478429,POINT (-113.5784413478429 53.480208875987955),100,,,RESIDENTIAL,,
1135946,,15407,79A AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,341000,53.51251838558126,-113.58823519997996,POINT (-113.58823519997996 53.51251838558126),100,,,RESIDENTIAL,,
1020551,,128,WOLF WILLOW CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,974000,53.502685330708964,-113.59551756943078,POINT (-113.59551756943078 53.502685330708964),100,,,RESIDENTIAL,,
1189026,,8907,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,396000,53.52467891782362,-113.60087239162598,POINT (-113.60087239162598 53.52467891782362),100,,,RESIDENTIAL,,
1011089,,810,RICHARDS CRESCENT NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,620500,53.47657628651965,-113.58801949879515,POINT (-113.58801949879515 53.47657628651965),100,,,RESIDENTIAL,,
1305424,22,4610,17 AVENUE NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,196500,53.44696806807368,-113.4082223839857,POINT (-113.4082223839857 53.44696806807368),100,,,RESIDENTIAL,,
1234525,1208,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,168000,53.52349868842615,-113.4938707529589,POINT (-113.4938707529589 53.52349868842615),100,,,RESIDENTIAL,,
1044726,,14908,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,257500,53.48023370488944,-113.57949971146672,POINT (-113.57949971146672 53.48023370488944),100,,,RESIDENTIAL,,
1176056,,16463,115 STREET NW,N,3180,DUNLUCE,Anirniq Ward,173000,53.625604811329936,-113.5219637567292,POINT (-113.5219637567292 53.625604811329936),100,,,RESIDENTIAL,,
1032473,,355,WOODVALE ROAD EAST NW,N,6300,HILLVIEW,Karhiio Ward,6936500,53.46914956375704,-113.42796370377015,POINT (-113.42796370377015 53.46914956375704),100,,,COMMERCIAL,,
1193879,,8328,158 AVENUE NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,305000,53.61880315349665,-113.46983093797388,POINT (-113.46983093797388 53.61880315349665),100,,,RESIDENTIAL,,
1267590,,9016,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,290000,53.52366779499547,-113.58204527055449,POINT (-113.58204527055449 53.52366779499547),100,,,RESIDENTIAL,,
1098045,,9143,180A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,368500,53.64265981222702,-113.48125688965168,POINT (-113.48125688965168 53.64265981222702),100,,,RESIDENTIAL,,
1174564,,8110,188A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,427500,53.5146294578914,-113.64810059538284,POINT (-113.64810059538284 53.5146294578914),100,,,RESIDENTIAL,,
1185461,,4562,127 AVENUE NW,N,2350,HOMESTEADER,Dene Ward,150500,53.58558464645093,-113.41278110068353,POINT (-113.41278110068353 53.58558464645093),100,,,RESIDENTIAL,,
1064955,,7926,111 STREET NW,N,5200,GARNEAU,papastew Ward,331000,53.51584446927477,-113.51864046956135,POINT (-113.51864046956135 53.51584446927477),100,,,RESIDENTIAL,,
1089846,,16103,78A AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,413500,53.51093312751459,-113.59997123837184,POINT (-113.59997123837184 53.51093312751459),100,,,RESIDENTIAL,,
